Date,Close,High,Low,Open,Volume,Close_raw,SMA_20,SMA_50,EMA_20,EMA_50,RSI,MACD,MACD_Signal,MACD_Hist,Close_norm
14-03-2014,0.02519698604185963,0.025311107777068353,0.025653496170763568,0.02555208235698067,0.48764946077433,18.68700027,0.018607081249508703,0.020494039091339275,0.02073835467159288,0.021016674202526883,0.5254255414933817,0.4884445100532415,0.46160331209022115,0.5201972324415081,0.02519698604185963
17-03-2014,0.025574406837014965,0.025391505745460216,0.026629237993963634,0.026396110064486597,0.29122320636618415,18.75200081,0.018872675919043583,0.02034925559170711,0.020974151707764024,0.021047393076563142,0.5432795649156157,0.48995482948362173,0.46379305194589604,0.5192624910262793,0.025574406837014965
18-03-2014,0.0266572973022971,0.025434585458636735,0.026664402889820152,0.026858590822716202,0.31409984347977726,18.93849945,0.01924982272196711,0.020237684361677416,0.021295122794926846,0.02112273801690541,0.5925689049643088,0.492029635221797,0.46604690005561783,0.5199238679198132,0.0266572973022971
19-03-2014,0.025048926022993065,0.025434585458636735,0.02502938086114856,0.02727771575861891,0.3333954960471299,18.66150093,0.019637930468074785,0.020108875807514387,0.021425665579117292,0.021127057817182396,0.4895819581230273,0.49218508143198236,0.4678875930227022,0.5156615265279334,0.025048926022993065
20-03-2014,0.02381215012629928,0.023711757920001575,0.024091732446960085,0.024927733865224094,0.3231200712902087,18.44849968,0.019925745417694027,0.01992538636962883,0.02142084978751975,0.021078864655635993,0.4205460096193001,0.49115780004649423,0.46911156845468466,0.5092991207251572,0.02381215012629928
21-03-2014,0.02138797013696704,0.023665819357671078,0.021800347649989824,0.025031790116528674,0.5503775794001475,18.03100014,0.020133837237272897,0.019664611751257888,0.021175547957706445,0.020929963848779917,0.307916520401077,0.48818405510426705,0.4693711695486432,0.49935009133153585,0.02138797013696704
24-03-2014,0.018841855734007013,0.020409690898883573,0.018928798037329428,0.02187824744900968,0.5184850288210345,17.59250069,0.02013488820184267,0.019354207928313008,0.020700544187096506,0.020679144135972022,0.21614963758248207,0.48361326400609866,0.4684728219978142,0.4874040402504755,0.018841855734007013
25-03-2014,0.01967217255306629,0.01968322851180368,0.01899911663585399,0.020126602716075,0.490630581771736,17.73550034,0.020080688293737575,0.01908301513930244,0.020353305921349554,0.02047330164775893,0.2626970825579037,0.48077651748059175,0.46706771523460155,0.48217602650031277,0.01967217255306629
26-03-2014,0.016391538991099006,0.01928984806575995,0.0174051165879522,0.021022664070102767,0.46761507386957035,17.1704998,0.019834611752553036,0.018782650844874155,0.019713068440526352,0.020136686508268345,0.1629270885468474,0.4757593798186937,0.4647295955896913,0.47255053957201126,0.016391538991099006
27-03-2014,0.01495735339396452,0.01538479633913041,0.013736566951340887,0.01698172677320163,0.5694902893521592,16.92350006,0.0195094123039226,0.018409673685909664,0.018991259035410893,0.019752573514987118,0.12707312118951697,0.47069519623783485,0.46163368158738893,0.46473270573016123,0.01495735339396452
28-03-2014,0.014905091035150003,0.016246204652848165,0.015260248342115063,0.01608567646091298,0.4575998614856367,16.91449928,0.01915193311297142,0.018046104506222876,0.018332998910129725,0.01938131189801505,0.12577653772553554,0.46685238121844685,0.4582270757629701,0.4615274337224799,0.014905091035150003
31-03-2014,0.014347681383889768,0.016042339971514927,0.014668347028824594,0.016764947545946776,0.48035168649161974,16.81850052,0.01880045958913318,0.017670854296093844,0.017682028030197236,0.01900101854059652,0.11141700057924259,0.4635714356926733,0.45470787623449616,0.4603658535901452,0.014347681383889768
01-04-2014,0.01626960457747119,0.01550826310949914,0.015822830709876917,0.015519128409639621,0.42666747908608293,17.14949989,0.018486520621456157,0.017313346986917555,0.01728407863278715,0.018716979413477636,0.22517778950300626,0.4629219586498412,0.45173535780573,0.46600572403824914,0.01626960457747119
02-04-2014,0.015970571804433384,0.016619485635507608,0.01652020432436002,0.017802632096166435,0.49265603237746625,17.09799957,0.01802995022325876,0.016902358546379975,0.016894307640134887,0.01843142323452361,0.21557766324334304,0.4624121666522174,0.44923398488934896,0.4708663267799171,0.015970571804433384
03-04-2014,0.01354929346013306,0.014954086726671714,0.013027467973842827,0.016597290934980177,0.6010633949789312,16.68099976,0.01745131749346658,0.016454558820356874,0.016301001410373578,0.018054590569013693,0.14448065842610047,0.4601739684217086,0.4466912930305745,0.4704400572742102,0.01354929346013306
04-04-2014,0.010466080688879206,0.012926897017499842,0.009262220440918817,0.014669322866433215,0.8048909482137763,16.14999962,0.016714739057077127,0.015969189801000178,0.01545775310480621,0.017562046108349383,0.07335065095691046,0.45603207084885145,0.4436548936839751,0.4653466924732694,0.010466080688879206
07-04-2014,0.008944796676491451,0.009911962463887869,0.008535539015492477,0.010576363022559515,0.6315988326238573,15.88799953,0.015922459294302985,0.0155282093471769,0.014543610332409529,0.017024432438808204,0.04391238742643577,0.4518027644255237,0.44020237737538515,0.4610537952830432,0.008944796676491451
08-04-2014,0.011647692639790819,0.010790600480636306,0.01009145122167536,0.010833620224935253,0.6093951169837393,16.35350037,0.015295632323518688,0.015154348451671254,0.013985175667101515,0.016622295213080313,0.1862288494852803,0.4512228389718888,0.4373000354395084,0.4667297043050086,0.011647692639790819
09-04-2014,0.013023812646111174,0.011990830313524797,0.011281094172688452,0.01273846590894108,0.5296668103297888,16.59049988,0.014712645684303027,0.014758956075804783,0.01361670090882304,0.016294169036000214,0.2498079829076243,0.4523561155910024,0.43525238929003307,0.47554722792237963,0.013023812646111174
