Date,Close,High,Low,Open,Volume,Close_raw,SMA_20,SMA_50,EMA_20,EMA_50,RSI,MACD,MACD_Signal,MACD_Hist,Close_norm
14-03-2014,0.01986880544669417,0.023017283269041178,0.02854411449388372,0.02307884275489891,0.609659662571163,41.56238556,0.018974508083515917,0.009821026192862459,0.017380782714126353,0.01002099937516393,0.38257966640289603,0.6798532560905252,0.6887221439751087,0.5442190076136321,0.01986880544669417
17-03-2014,0.024782500303987376,0.024079820849405686,0.03125252476454454,0.023703372620199947,0.4977654246214973,42.13314056,0.018789948657954136,0.0097369193261711,0.017351817477411324,0.010034936790594695,0.464436798846045,0.6786656753891817,0.6878692363176774,0.5429182216311111,0.024782500303987376
18-03-2014,0.027806186261269905,0.026954734304218853,0.034842613751572216,0.02751286020117094,0.4699678734520827,42.48435974,0.018650712924105473,0.009656816455853756,0.017623845587137865,0.010175174905580842,0.5100092625058228,0.6794132291417161,0.687358395468046,0.5464134215937073,0.027806186261269905
19-03-2014,0.029318062040635418,0.03176726539618546,0.03654322784030528,0.028574553939469394,0.6594109617748698,42.65997314,0.018987458671225865,0.009563361134583281,0.018019086869305867,0.010373338495109019,0.5322226364323717,0.6807898620345241,0.6872655158282465,0.5506841019744394,0.029318062040635418
20-03-2014,0.04072028417730711,0.04151734598417728,0.038054900808960346,0.030885281291740396,0.819559427174573,43.98440933,0.019806659513853186,0.009802332761163213,0.019501319748781387,0.011042067904507014,0.6696259164731935,0.6883910849852743,0.6889348965185141,0.5686906787579389,0.04072028417730711
21-03-2014,0.041098351696503777,0.04595498184513286,0.04983335164603908,0.0471229529816557,0.8340160566153658,44.02832413,0.020635580053250613,0.009975886778340937,0.020879677467651403,0.011700433018612177,0.6734617541007726,0.694376219133518,0.6916433623858258,0.5793079336015106,0.041098351696503777
24-03-2014,0.04676782026767595,0.045892318769068685,0.0520376979970012,0.04343812399976066,0.7248478384918222,44.68686676,0.021619916123616856,0.010284278620443454,0.02268595884534863,0.012570820922625181,0.7282824213411976,0.7021018826944863,0.6955823655660681,0.5918814247209525,0.04676782026767595
25-03-2014,0.04588603503836702,0.047704987102410334,0.053360567225625544,0.04805974564589577,0.6999140241395665,44.58444214,0.022882728723969403,0.010610026908048908,0.024233240438124082,0.013370084016073147,0.7107531175709183,0.7072961476942079,0.6999251078031652,0.5960067847507485,0.04588603503836702
26-03-2014,0.03939740927072444,0.04720491374241964,0.04914042278504793,0.04887154941250921,0.6801347217468425,43.83074951,0.02390268060423667,0.010903732794109666,0.024993170250772523,0.013865797798886248,0.591200414226382,0.7071897207890729,0.7033748877668505,0.586882597213517,0.03939740927072444
27-03-2014,0.03952345367296989,0.04189243570376888,0.043660735636425196,0.04075281752197907,0.70832784580519,43.84539032,0.024948542107397442,0.011194769582787811,0.025693157913711073,0.014347359539877313,0.5927195214590202,0.7067754145231192,0.7060396718503598,0.5788615980739721,0.03952345367296989
