Date,Close_raw,Open,High,Low,Volume,SMA_20,SMA_50,EMA_20,EMA_50,RSI,MACD,MACD_Signal,MACD_Hist,Close,Close_norm
14-03-2014,29.17437935,0.036561889690453514,0.03783653522829336,0.03857625426854336,0.6891353806169507,0.03665232662628856,0.025709193868689834,0.03526216646513458,0.025836089543254087,0.2674196071499177,0.5425104549172102,0.552427231097194,0.3859174929493836,0.035974949838994796,0.035974949838994796
17-03-2014,29.6544857,0.03601895520929882,0.039062752675141976,0.03969918257536437,0.6713034696004492,0.0365421668571006,0.02604022707692155,0.03513627402425201,0.025962832554755122,0.3942038927133535,0.5392633631162908,0.5475429391467772,0.38905620170662364,0.03983928394696004,0.03983928394696004
18-03-2014,30.13110542,0.03907454684957459,0.04192258324135631,0.04270773396911917,0.6185689037089208,0.03654607911598226,0.026485600507813872,0.03540039823498628,0.026243759258358396,0.49568445451980075,0.5408260346972248,0.5439890731926945,0.4028505024275916,0.043675554474364775,0.043675554474364775
19-03-2014,29.83234596,0.042468992406042405,0.04201354871240112,0.04297941195997154,0.5829940527901485,0.03651426556717327,0.0268289974968334,0.03540240922290419,0.02641390674914043,0.42583950660923847,0.5391869617412024,0.5407751263685995,0.4063748974054244,0.041270865656240885,0.041270865656240885
20-03-2014,29.78035927,0.04012083589470003,0.04154287194480405,0.04317060983487264,0.5961189549663644,0.036442713699542384,0.027073354090445312,0.03536299588516503,0.026560022268411976,0.4139848840718741,0.5372707129537148,0.5377704014822072,0.40854418027726264,0.04085242932577532,0.04085242932577532
21-03-2014,29.42910957,0.041381112771481404,0.04154679925604393,0.04057257108766227,0.7902533539212007,0.03622908352696774,0.027248594412621813,0.035048745473142295,0.02658311762045157,0.33731127404141575,0.5324758642574536,0.5342817466725984,0.40352663333581884,0.03802525114718516,0.03802525114718516
24-03-2014,28.80447578,0.03699784096991274,0.03665580373692193,0.0332272678544617,0.7737091193733718,0.03566715890796801,0.02736465300312496,0.0342690006700721,0.026396728050939677,0.2256961911016943,0.523029105172713,0.5293534140199058,0.3885995730081249,0.0329976282888651,0.0329976282888651
25-03-2014,28.8241291,0.03339333158302166,0.03367730233436317,0.03343857799212363,0.7040390305363724,0.035036255861774834,0.02748427431163808,0.03357910514116996,0.02622421056031929,0.23074206723478224,0.515822203126336,0.5237801256121022,0.3819124565039133,0.033155816146223704,0.033155816146223704
26-03-2014,28.15869904,0.03260267560504629,0.03401946132594352,0.03031933634480624,0.7245548274994649,0.03412819975425618,0.027521954404986365,0.032427133730512064,0.025836256451157197,0.13311905664700524,0.5043096530480692,0.5167166834701535,0.36646204529283566,0.027799827671329824,0.027799827671329824
27-03-2014,27.718647,0.026428068802500176,0.026181613935874065,0.024402846160558128,0.8429963973642343,0.033047901632206556,0.027374754011888436,0.03103585033320236,0.025316572990239372,0.08090766838404417,0.49157573234941926,0.5081847729514525,0.3512364751040643,0.024257887208655904,0.024257887208655904
