Date,Close_raw,Open,High,Low,Volume,SMA_20,SMA_50,EMA_20,EMA_50,RSI,MACD,MACD_Signal,MACD_Hist,Close,Close_norm,RET_1D,VOL_20,VOL_SHOCK,TREND_20_50
14-03-2014,31.62459946,0.0,0.0,0.0,0.3926661364533661,0.0,0.0,0.0,0.0,0.4320813219239106,0.4877108998593371,0.4767008585016984,0.5287109626752199,0.0,0.0,0.5090160352802441,0.0,0.5,0.25276779615802814
17-03-2014,31.91818619,0.0006920007612524,0.0007364464284174,0.0007808032241384,0.3068727166101999,0.0001011616846995,6.69760246517076e-05,8.959825767193563e-05,9.210439878411247e-05,0.4954256655157293,0.487306785183838,0.4759571778766403,0.5294255380147785,0.0009736539175068,0.0009736539175068,0.541076876239199,0.0,0.5,0.22529351553840227
18-03-2014,33.17647552,0.0016885683651532,0.0048007547116723,0.001979982304414,0.651845613003097,0.0004046522472086,0.0002343200693725,0.0005795717922185,0.0003522672652585,0.6861227018593348,0.4920284899577436,0.476477590787704,0.5429893500316898,0.0051466570212627,0.0051466570212627,0.64516233171346,0.0,0.5,0.904301637153724
19-03-2014,32.94158936,0.0050379734439191,0.0038460274496791,0.003904125725964,0.4740994539825518,0.000655420018611,0.0004300368030753,0.0009465498218623,0.0005701817757972,0.629709846096586,0.4945637428092042,0.4774927965635211,0.5482985120620677,0.0043676782511659,0.0043676782511659,0.4845653687556783,0.0,0.5,0.9192684702260452
20-03-2014,33.8307724,0.004428990465332,0.0068464943441515,0.0048243971209071,0.628317761897514,0.0010230268731627,0.0006706552565415,0.0015675369023595,0.0009008632687917,0.7263489456745433,0.4999857644340655,0.4795857468944356,0.5598627864847026,0.0073165736262281,0.0073165736262281,0.602236259476825,0.0,0.5,1.0
21-03-2014,33.68816376,0.0084981243929924,0.0076375061603169,0.0069716500355089,0.7217589404173701,0.0013336403166901,0.0009385545230759,0.0020830385815179,0.0011991205376256,0.6935961942637192,0.503358997803351,0.4820569297090712,0.5639212474777238,0.0068436249306031,0.0068436249306031,0.4944581783658616,0.0,0.5,0.9970717722130946
24-03-2014,33.9733696,0.0074462257792444,0.0068191935220472,0.0065533475819925,0.5522959913626186,0.0017340170878155,0.0012390809254393,0.0026421286942342,0.0015245925271475,0.7223909943469382,0.5068502684485604,0.4848585811837419,0.567467199303369,0.0077894843821247,0.0077894843821247,0.5382538288985632,0.0,0.5,0.9928994548627077
25-03-2014,33.83917618,0.0083320978034061,0.0077739628285278,0.0068322828597957,0.5326047883152096,0.002132972587104,0.001501360378699,0.0031043630634181,0.0018189926885468,0.6899732823342357,0.5086672294122357,0.4875291034621437,0.5660601738600014,0.0073444440048344,0.0073444440048344,0.49537472400284177,0.0,0.5,0.9662752484574648
26-03-2014,33.37780762,0.0078338274980715,0.0070101964254902,0.0058283545511973,0.5239696652318626,0.0024635363165683,0.0017924675988235,0.0033726433785339,0.0020389025026879,0.585263767507431,0.5078044612342426,0.489461718860217,0.5581423814461044,0.0058143567769188,0.0058143567769188,0.4619300419996109,0.0,0.5,0.913272908302452
27-03-2014,33.01708984,0.0057853808818647,0.0049916735911745,0.0051032651462185,0.4721557880614826,0.0026772606367608,0.0020132970610434,0.0034981501110664,0.0022009751048837,0.5121456656949701,0.5052664821123589,0.490408291734241,0.5475620762276182,0.0046180687852532,0.0046180687852532,0.4716933172309551,0.0,0.5,0.847860495969248
28-03-2014,33.80560684,0.0059237857397812,0.006819218495107,0.0060514122169458,0.534556559848034,0.0029608015621808,0.0022322487702989,0.003867949544964,0.0024642705411236,0.6130612593179121,0.5061772581365545,0.4913806928340144,0.5478392148955916,0.0072331143156515,0.0072331143156515,0.5914935927662474,0.0,0.5,0.8279171011011264
31-03-2014,34.38441467,0.0076953826452936,0.0091650296665286,0.008059254040589,0.5574223390361484,0.0034181727159033,0.0024834077835686,0.004390626159586,0.0027962083345156,0.6730960770233263,0.5089161305687188,0.4928055880189999,0.5526945080643311,0.009152678293094,0.009152678293094,0.5681462128107458,0.0,0.5,0.8285175963991203
01-04-2014,34.74511337,0.0096884231127922,0.0094105108121463,0.0099276427861765,0.4475406102839061,0.0038470455428438,0.0027883156533189,0.0049807409249273,0.00316433965409,0.7065330191867787,0.5121579301675544,0.4947112795343678,0.5578534863023942,0.01034890300766,0.01034890300766,0.5452442107912644,0.0,0.5,0.8323698079708042
02-04-2014,34.68638611,0.0104911436750941,0.0096014213672952,0.0102064780662065,0.408601495663599,0.0043086869903614,0.003101171990802,0.0054955695855186,0.0035100221982935,0.6940040978283779,0.5140297050231762,0.4966779819400392,0.5585081374206978,0.0101541393452716,0.0101541393452716,0.5031787687013463,0.0,0.5,0.8239459313181676
03-04-2014,34.40118408,0.0100759537516429,0.0085922027587744,0.0089237174030449,0.4237572758818491,0.0047161866408065,0.0034081845005389,0.0058686843516705,0.0038032379999256,0.6330283630525995,0.5138741899884608,0.4982146082246297,0.5538933905743512,0.0092082925292714,0.0092082925292714,0.4806200410041779,0.0,0.5,0.80112252898429
04-04-2014,33.44491196,0.0099652771463636,0.0088650173085352,0.0059398973465266,0.5852812977012656,0.0049968791914171,0.0036423393007114,0.0058955029852667,0.0039544894237622,0.4617397517589071,0.5093687819396626,0.4983796452845348,0.5391761423039977,0.006036902269771,0.006036902269771,0.41301594870393854,0.0,0.5,0.7483769648921192
07-04-2014,33.38618469,0.006394368942307,0.005809985351485,0.0062187433975934,0.4903315681226043,0.0052789978734275,0.0038297351227144,0.0059006827615055,0.0040917971648141,0.4524875124457423,0.5052025923376171,0.4975275408810434,0.5282621432921499,0.0058421385742185,0.0058421385742185,0.5029518386146163,0.0,0.5,0.69914107069232
08-04-2014,33.40295029,0.0058130269998402,0.0048825335483322,0.0047128236414207,0.4768183014832514,0.0055354659563162,0.004062727423427,0.005910817571543,0.0042260076459142,0.4549609691387961,0.5016605146934381,0.4960091505457031,0.5211128486625485,0.0058977401748745,0.0058977401748745,0.5107503017619143,0.0,0.5,0.6553196349244106
09-04-2014,33.94821167,0.0063113174676008,0.0065737227168371,0.0066091434139534,0.3949167590501137,0.0058489277746529,0.0043193622596856,0.0060971816885442,0.0044293458439995,0.5319035945386057,0.5008240193813427,0.4945968420086298,0.52225111377426,0.0077060503757551,0.0077060503757551,0.5653906300134032,0.0,0.5,0.6329702300825906
10-04-2014,33.01708984,0.0077230580334358,0.0069555997889005,0.0044060991553226,0.5513917390727263,0.0060583785602094,0.0044900440680834,0.0059632085820281,0.0044976755700655,0.3846012777076458,0.4960373635450598,0.4923362950786732,0.5131494565172405,0.0046180687852532,0.0046180687852532,0.41429354024864334,0.2400131981022402,0.575952200098074,0.5817774650197782
11-04-2014,32.89125443,0.0037369433733985,0.0045006669467444,0.0041550964336859,0.4631368223998882,0.0062735267442321,0.0046407158740402,0.0058011018697207,0.0045461577748736,0.3671584943885234,0.4915264101780787,0.4894622836562138,0.5065669396246328,0.0042007469944912,0.0042007469944912,0.4958538621602609,0.24068767688334577,0.41863620841216553,0.5314960899218455
14-04-2014,32.86608505,0.0040414221745533,0.0034641277782973,0.003876218036265,0.4419374691827995,0.0064345324823348,0.0047338186971731,0.0056462545552799,0.0045893048183969,0.3635088252066411,0.4876973925205675,0.4862585869600281,0.5030293935888491,0.004117275015229,0.004117275015229,0.5063732881974106,0.23964483016392715,0.3532279611967113,0.48531365584535857
15-04-2014,33.34424591,0.0046781458464235,0.0049644090255308,0.0042945681283483,0.4599347090495467,0.0064630291886961,0.0049371489203143,0.0056615433598789,0.004695996063955,0.4386671939244235,0.4865189040035262,0.483417247966715,0.5069175170735417,0.005703052391943,0.005703052391943,0.559260655839474,0.2098248860255072,0.4011273520977871,0.4603771938616432
16-04-2014,33.88949203,0.0066711747642509,0.0062191191851108,0.0066927983662162,0.4284991656268389,0.0066240355739478,0.0051852058032543,0.0058525656557484,0.0048728921302599,0.5136240626343078,0.4877067146649707,0.4814247604780936,0.5160257530631305,0.0075113119844096,0.0075113119844096,0.5654883000803026,0.2140535845028015,0.3431591093439912,0.4557676639628734
17-04-2014,33.56233215,0.0065327398441902,0.005619015420285,0.0055773083132425,0.4832326675504044,0.0065784395484523,0.005441074212581,0.0059190776440171,0.004998216155672,0.4593366593613838,0.4871425332911257,0.4796975000040426,0.5188716574718155,0.0064263157421984,0.0064263157421984,0.4756765797795615,0.19925356139935452,0.46857901497305204,0.4387967130321566
21-04-2014,33.50362015,0.0068649457430152,0.005482656628259,0.0063581649603934,0.3315610311070296,0.0065470938201326,0.0056724091192626,0.0059601754177539,0.0051106153423323,0.4496205575505136,0.486317552807797,0.4781208153798517,0.5204873468677553,0.006231602688224,0.006231602688224,0.5029746259036348,0.19890168678583178,0.12045446217825306,0.42061808047593896
22-04-2014,33.54556274,0.0063943515518021,0.0054553661140453,0.0064697060935256,0.3911172374871388,0.0064744285156721,0.0058849593138977,0.0060109892732966,0.005224329011691,0.4561288284393691,0.4857121195425379,0.4767164527077985,0.5223363734614326,0.006370701506021,0.006370701506021,0.5133394513316022,0.196931051114961,0.29664613047126315,0.4048078005243674
