Date,Close_raw,Open,High,Low,Volume,SMA_20,SMA_50,EMA_20,EMA_50,RSI,MACD,MACD_Signal,MACD_Hist,Close,Close_norm
14-03-2014,41.56238556,0.02307884275489891,0.023017283269041178,0.02854411449388372,0.609659662571163,0.018974508083515917,0.009821026192862459,0.017380782714126353,0.01002099937516393,0.38257966640289603,0.6798532560905252,0.6887221439751087,0.5442190076136321,0.01986880544669417,0.01986880544669417
17-03-2014,42.13314056,0.023703372620199947,0.024079820849405686,0.03125252476454454,0.4977654246214973,0.018789948657954136,0.0097369193261711,0.017351817477411324,0.010034936790594695,0.464436798846045,0.6786656753891817,0.6878692363176774,0.5429182216311111,0.024782500303987376,0.024782500303987376
18-03-2014,42.48435974,0.02751286020117094,0.026954734304218853,0.034842613751572216,0.4699678734520827,0.018650712924105473,0.009656816455853756,0.017623845587137865,0.010175174905580842,0.5100092625058228,0.6794132291417161,0.687358395468046,0.5464134215937073,0.027806186261269905,0.027806186261269905
19-03-2014,42.65997314,0.028574553939469394,0.03176726539618546,0.03654322784030528,0.6594109617748698,0.018987458671225865,0.009563361134583281,0.018019086869305867,0.010373338495109019,0.5322226364323717,0.6807898620345241,0.6872655158282465,0.5506841019744394,0.029318062040635418,0.029318062040635418
20-03-2014,43.98440933,0.030885281291740396,0.04151734598417728,0.038054900808960346,0.819559427174573,0.019806659513853186,0.009802332761163213,0.019501319748781387,0.011042067904507014,0.6696259164731935,0.6883910849852743,0.6889348965185141,0.5686906787579389,0.04072028417730711,0.04072028417730711
21-03-2014,44.02832413,0.0471229529816557,0.04595498184513286,0.04983335164603908,0.8340160566153658,0.020635580053250613,0.009975886778340937,0.020879677467651403,0.011700433018612177,0.6734617541007726,0.694376219133518,0.6916433623858258,0.5793079336015106,0.041098351696503777,0.041098351696503777
24-03-2014,44.68686676,0.04343812399976066,0.045892318769068685,0.0520376979970012,0.7248478384918222,0.021619916123616856,0.010284278620443454,0.02268595884534863,0.012570820922625181,0.7282824213411976,0.7021018826944863,0.6955823655660681,0.5918814247209525,0.04676782026767595,0.04676782026767595
25-03-2014,44.58444214,0.04805974564589577,0.047704987102410334,0.053360567225625544,0.6999140241395665,0.022882728723969403,0.010610026908048908,0.024233240438124082,0.013370084016073147,0.7107531175709183,0.7072961476942079,0.6999251078031652,0.5960067847507485,0.04588603503836702,0.04588603503836702
26-03-2014,43.83074951,0.04887154941250921,0.04720491374241964,0.04914042278504793,0.6801347217468425,0.02390268060423667,0.010903732794109666,0.024993170250772523,0.013865797798886248,0.591200414226382,0.7071897207890729,0.7033748877668505,0.586882597213517,0.03939740927072444,0.03939740927072444
27-03-2014,43.84539032,0.04075281752197907,0.04189243570376888,0.043660735636425196,0.70832784580519,0.024948542107397442,0.011194769582787811,0.025693157913711073,0.014347359539877313,0.5927195214590202,0.7067754145231192,0.7060396718503598,0.5788615980739721,0.03952345367296989,0.03952345367296989
28-03-2014,43.93320084,0.04243903574862545,0.042142448852098,0.04781780559199883,0.5259660849013335,0.025991172719618427,0.011268197272143288,0.02640104363439294,0.01484175039058483,0.6023455802172464,0.7064906721457419,0.7081061805697085,0.572748488053491,0.04027942444946814,0.04027942444946814
31-03-2014,44.4234581,0.04631107359630432,0.04482995381119914,0.0536124746310086,0.5379746108488446,0.02744825262734507,0.011497821141095488,0.027457809412240797,0.015493815997056515,0.6541629832583962,0.7083240731800681,0.7101799610248861,0.5728227898279322,0.04450010508689167,0.04450010508689167
01-04-2014,44.3941803,0.047060426185774995,0.04651740139377741,0.0521637360128232,0.5229646244091857,0.028552398543357338,0.011839588192880335,0.028389069837691128,0.016109736354182613,0.6489417917286491,0.7091969289840138,0.7120392143601412,0.5706307759744049,0.044248049169216264,0.044248049169216264
02-04-2014,44.53409576,0.04581459715053232,0.045661379082511444,0.053482954943416816,0.5088094360607212,0.0294270360842373,0.01219887106943729,0.029350446806129415,0.01675203521613322,0.6641677417065182,0.7101537254999113,0.7137461015996531,0.5690739164370311,0.04545259731379281,0.04545259731379281
03-04-2014,44.66664505,0.04757435775774904,0.04585011543042877,0.053990065842380475,0.45177198296320764,0.030120721527442884,0.012659768286813144,0.03033281715532865,0.01741701774594484,0.6788267178074856,0.7111285318834129,0.7153352273405644,0.5678706427603141,0.0465937292611448,0.0465937292611448
04-04-2014,44.04074478,0.049899571560643174,0.047485307168649016,0.05094761719230678,0.5764786210355233,0.030375543648910708,0.013155994341446209,0.030690150580973963,0.017829870702454675,0.5607776596293488,0.7083119158740544,0.7159604096133777,0.5580211774020388,0.041205282488225636,0.041205282488225636
07-04-2014,43.44430542,0.041541066734502086,0.040818496668124926,0.044862875004217484,0.6106053899250208,0.030431193038530202,0.013727635119237303,0.03050699088800546,0.018011121701502375,0.46709018768169647,0.7027042994961258,0.7151741948979946,0.543599682571597,0.036070468047845305,0.036070468047845305
08-04-2014,43.33384705,0.03594774259846534,0.034654800963416,0.041123239142081436,0.5762617716410556,0.03076499992329823,0.014279122989023063,0.03024748019840845,0.01814537137586586,0.45092013384222024,0.6974052056019426,0.7133296361828427,0.532785643255132,0.0351195193489921,0.0351195193489921
09-04-2014,43.64311981,0.037833170708935715,0.037359319616121656,0.04270786745764871,0.5400995073334345,0.031323087343127165,0.01480026317836447,0.03027530112250021,0.018386054139976404,0.4969847604774243,0.6945080799907728,0.7111894023709623,0.5297644685504793,0.03778208379488024,0.03778208379488024
10-04-2014,42.26614761,0.03940423414387573,0.03698186178239188,0.03560891655544607,0.7777760880111328,0.031433754800934466,0.015098212478179218,0.029131228308575396,0.01811998737644127,0.3219749075363694,0.6850897914205017,0.7073167047061357,0.51206234880094,0.02592757315936095,0.02592757315936095
11-04-2014,40.71982956,0.013197586247186921,0.01597519052487628,0.01767161930398714,0.9386348449088864,0.031060917211738426,0.015051289943017299,0.02678307210889419,0.0173058822125296,0.19521816916385065,0.6698224454141957,0.7007162899946089,0.48419084445674543,0.012615144796885414,0.012615144796885414
14-04-2014,40.46947861,0.01740829942651778,0.01528340198989625,0.017227993997236013,0.7905702287363114,0.030324733847457375,0.015044135228519995,0.024445966472358194,0.016433285318034507,0.1786057879154852,0.6566300450148425,0.6924096843018688,0.46675717793974614,0.010459844929983753,0.010459844929983753
15-04-2014,40.35165024,0.01263191046271872,0.013396458578724013,0.016403895941233038,0.7367169057628828,0.029380993290823276,0.015155661771798445,0.022231389375855504,0.015552352698182337,0.1706449053116718,0.6458766481016625,0.6832976216267521,0.4585271095715747,0.009445447060999201,0.009445447060999201
16-04-2014,40.6903801,0.012066401534495064,0.011572621117260984,0.01855901736863025,0.7414289522611339,0.0285094330375808,0.015243548526695294,0.020515353937357983,0.014828303044001179,0.22486413470235378,0.6394407981999555,0.6745316181208096,0.4620631030312529,0.012361611038701814,0.012361611038701814
17-04-2014,40.66091919,0.01420308194881248,0.012956225776070918,0.02058718654870173,0.5965055380086861,0.02703876277766415,0.015291346609710155,0.01893773396649656,0.014122007312313112,0.22245896795747166,0.6346189746593617,0.6664127119229672,0.46867507015432497,0.012107978706163036,0.012107978706163036
21-04-2014,40.52103424,0.013700494211715764,0.011950107735642257,0.020460633357703206,0.46514628221509025,0.02548675969751374,0.0151440764245383,0.01739158141189573,0.013392888227209965,0.21052756227343616,0.6305642142372703,0.658987444203707,0.47576258969470153,0.010903693225654376,0.010903693225654376
22-04-2014,41.0953598,0.012317690794226455,0.016163831379498506,0.020143487731574428,0.5613756728788051,0.023897489908268676,0.015082899442909081,0.01648036510184775,0.01289978701328759,0.3068769357746138,0.6307297389008956,0.6530852005990869,0.4913246778808113,0.01584812744100783,0.01584812744100783
23-04-2014,41.2720871,0.017094016856208538,0.01641544459571409,0.024073293473294843,0.4351905804336491,0.022431747016787296,0.015037943757328198,0.01580599776760705,0.01248985040945877,0.33471356054224216,0.6322107364026136,0.6487031395003406,0.5068577308298642,0.017369592912450604,0.017369592912450604
24-04-2014,41.37518311,0.018790927879658526,0.017296033026922175,0.024390273313727617,0.5413034215371884,0.021345139768501442,0.01491968287615053,0.015283398985872554,0.012133224183482672,0.35131107328760375,0.634337129855039,0.6456852751686145,0.5207969391375348,0.018257158214803615,0.018257158214803615
25-04-2014,41.01438522,0.020299318487498108,0.017862163404015197,0.02458049354878028,0.5543472110646759,0.020092397972720943,0.014723578982065444,0.014504203084825362,0.011660276562136807,0.30948826892853926,0.6346241425951514,0.6433368230611084,0.5276369175502418,0.015151008051221548,0.015151008051221548
28-04-2014,40.8597374,0.016025659451334606,0.013773902148249584,0.018495608299514132,0.6584765403159789,0.018732366473981632,0.014431173194865865,0.013667898448074589,0.011150022883202937,0.292068159141542,0.634498116082371,0.6414291514923108,0.5321407632531212,0.013819627340013407,0.013819627340013407
29-04-2014,41.30889893,0.016654057052920834,0.017610412072720794,0.024136624642070947,0.4944164313007402,0.017354149794792217,0.014204697263529409,0.0132926435303784,0.010821999540209348,0.3701452565145223,0.6370706985891965,0.6404931524320541,0.5420692030726728,0.017686510153225643,0.017686510153225643
30-04-2014,41.22055817,0.019859377119478383,0.017862141025443368,0.02508754565665866,0.5181720903991724,0.01594979729600471,0.01391671166941838,0.012878113378075151,0.01047493447094594,0.35870266759833497,0.6390392051943073,0.6401959192390764,0.5485960404755219,0.016925974480123562,0.016925974480123562
