Date,Close_raw,Open,High,Low,Volume,SMA_20,SMA_50,EMA_20,EMA_50,RSI,MACD,MACD_Signal,MACD_Hist,Close,Close_norm,RET_1D,VOL_20,VOL_SHOCK,TREND_20_50
14-03-2014,16.38785553,0.0020596033341467,0.0018769339635243,0.0022832340958593,0.6012159742721481,0.0004033354863149,0.0005550917800282,0.000465259617078,0.0003779172305267,0.3422407994639133,0.3808201322175886,0.3525108771684427,0.6169224968352428,0.0012954159116503,0.0012954159116503,0.5177875780730329,0.0,0.5,0.43395653115104416
17-03-2014,16.45187759,0.0018505482665593,0.0017006934226997,0.0028407999915476,0.542009321416284,0.0002311174914358,0.0004606811141906,0.0004035115361129,0.0003323434832287,0.3718649493388813,0.3800260092257382,0.3524198396753366,0.614795963118887,0.0016899672821827,0.0016899672821827,0.5335114426445102,0.0,0.5,0.42797298071879647
18-03-2014,16.59742546,0.0015053642149454,0.0020837437044916,0.0027136340397874,0.5589249390855855,8.545633752195247e-05,0.0004346806788492,0.0004371227723639,0.0003267695752215,0.4358165097564787,0.3803861700387548,0.3524289269326534,0.6158447404895724,0.0025869411000599,0.0025869411000599,0.5533951337437093,0.0,0.5,0.4715300575551699
19-03-2014,16.59305954,0.0027250546524955,0.0029015828360002,0.0034571373567284,0.5827598943949202,2.445833711449408e-05,0.0003961234384032,0.0004648488993508,0.0003202680083353,0.4338211570583425,0.3806366449096282,0.352493166326329,0.6164224429289192,0.0025600350661142,0.0025600350661142,0.5167288441614074,0.0,0.5,0.5116179949641861
20-03-2014,16.51309586,0.0022705189593006,0.0022178175730668,0.0031342830574906,0.5568786230945415,0.0,0.0003629066091681,0.0004407751253536,0.0002930274679591,0.3965586926587459,0.3802890442485762,0.3524654973498204,0.6154597297294482,0.0020672396212814,0.0020672396212814,0.4983913144474856,0.0,0.5,0.5302202481554402
21-03-2014,16.64334297,0.0026617532688984,0.0024246848319917,0.0029347494763586,0.7572218909956572,7.607465626843779e-05,0.0003328394642004,0.000499066182328,0.0003010507039391,0.4566952763278374,0.3808929692199425,0.3525807226813643,0.6169565056619953,0.0028699188190202,0.0028699188190202,0.5495337505113849,0.0,0.5,0.5843405952259386
24-03-2014,16.84074211,0.0039063523867306,0.0037174810123794,0.0046427861041352,0.7399971312303961,0.0001922842287377,0.0003568014273878,0.0006731608926933,0.0003605851457554,0.5362446084738097,0.3826878970303036,0.3530811526730909,0.6209914114068418,0.0040864385815663,0.0040864385815663,0.565524726258296,0.0,0.5,0.6580495690079743
25-03-2014,17.02188492,0.0044969405000709,0.0047229125710837,0.0055290147097577,0.6608283055472643,0.0004212075017119,0.0004190131273296,0.0009420364237519,0.0004653427538745,0.5984000809222373,0.3852859765240127,0.3540724202883512,0.6261327914359501,0.0052027747936092,0.0052027747936092,0.5610799770700541,0.0,0.5,0.7135793979131274
26-03-2014,16.8591671,0.0054596637651154,0.0053454126857379,0.0053862508340609,0.6814002939120387,0.0006451405829692,0.0004485958019219,0.0010852706337571,0.0005232717298319,0.5160638014943854,0.3861671876629753,0.3550658626119268,0.6261555708672027,0.0041999870218468,0.0041999870218468,0.479312523510901,0.0,0.5,0.7310689564735989
27-03-2014,16.78669739,0.0042131161671205,0.0039089455386687,0.0046544675086653,0.5785827708903524,0.0007428794378615,0.0004253843820366,0.0011703112452062,0.0005599025367524,0.481692321215541,0.3863012126292987,0.3558910999562671,0.6243936730835512,0.0037533749727721,0.0037533749727721,0.500486539059233,0.0,0.5,0.7367777571491422
