Date,Close,High,Low,Open,Volume
02-01-2014,27.68979073,27.80496569,27.5688937,27.74799914,72783144
03-01-2014,27.48779678,27.78456469,27.48605628,27.73655474,66601332
06-01-2014,27.79427147,27.8325797,27.52362251,27.68705771,70701228
07-01-2014,28.33009338,28.35074058,27.88979048,27.98531363,102001896
08-01-2014,28.38905144,28.54054576,28.19153794,28.50770932,89610300
09-01-2014,28.11566353,28.46342755,27.99924481,28.44402411,83296620
10-01-2014,28.11417198,28.3355672,27.91690498,28.3355672,85654260
13-01-2014,27.93506622,28.53034255,27.79053584,28.02188115,96659244
14-01-2014,28.59228706,28.63208933,28.06218302,28.3074581,99204696
15-01-2014,28.5728817,28.73159021,28.45273169,28.68158948,77929992
16-01-2014,28.76194191,28.80447818,28.55746258,28.58482534,67288644
17-01-2014,28.62039757,28.87164308,28.4629347,28.77761206,107943948
21-01-2014,28.94800949,28.95547206,28.63954909,28.87910208,79116804
22-01-2014,28.98084831,29.05224136,28.82761349,29.02040031,62793144
23-01-2014,28.85845947,28.91791165,28.71591986,28.85597195,77886036
24-01-2014,27.956213,28.69552303,27.9355658,28.63233767,155544300
27-01-2014,27.39401817,28.02263155,26.92237281,28.01268146,173969856
28-01-2014,27.9358139,28.00397431,27.61068593,27.62013928,88319592
29-01-2014,27.53556061,27.90446859,27.3489926,27.83904598,95100804
30-01-2014,28.24377632,28.66915413,28.04128778,28.48283449,203452344
31-01-2014,29.37761688,29.51617494,28.63532071,29.13831035,222429348
03-02-2014,28.19501877,29.39627235,28.15969481,29.33358564,182581236
04-02-2014,28.31268311,28.73159183,28.28407659,28.30845318,112363524
05-02-2014,28.43805504,28.62636545,28.06044073,28.44253334,95684220
06-02-2014,28.85497665,28.8599517,28.54626595,28.63532193,77786136
07-02-2014,29.28980255,29.30124478,28.86989848,29.04577126,105342552
10-02-2014,29.17761612,29.41318947,29.08035056,29.14950446,77730192
11-02-2014,29.60672379,29.6487633,29.15970529,29.35771743,81949968
12-02-2014,29.51990509,29.60224361,29.38781422,29.57736838,68911020
13-02-2014,29.84851646,29.84851646,29.34502819,29.37214257,73382544
14-02-2014,29.9206543,29.96020818,29.67189633,29.74179724,87380532
18-02-2014,30.1216526,30.17115659,29.85100366,29.88607925,84271644
19-02-2014,29.90921402,30.08036015,29.78881374,29.98284622,84059856
20-02-2014,29.95324326,30.02239715,29.85647634,29.92911315,67963968
21-02-2014,29.94528389,30.09652984,29.92165242,30.04528535,74417508
24-02-2014,30.16220093,30.35250022,29.97787017,29.98433735,66905028
25-02-2014,30.34852028,30.4604607,30.11020914,30.24752344,57490452
26-02-2014,30.35274887,30.56941743,30.19329524,30.44802365,79208712
27-02-2014,30.32886887,30.45374555,30.27414147,30.30847004,50349600
28-02-2014,30.24031067,30.45274929,30.00573082,30.35697776,92451456
03-03-2014,29.91791916,30.04603038,29.65547791,30.018916,84107808
04-03-2014,30.22190094,30.24901532,30.08732444,30.22414009,58649292
05-03-2014,30.305233,30.42513653,30.13483391,30.22538201,49362588
06-03-2014,30.3388195,30.50150768,30.31369401,30.4052375,50673276
07-03-2014,30.21891785,30.52240323,30.13558393,30.51767656,60543396
10-03-2014,30.13881874,30.28981442,29.95274558,30.24130582,48535416
11-03-2014,29.85075378,30.20722415,29.76741987,30.19354277,68451480
12-03-2014,30.03259659,30.04627796,29.45771528,29.76144902,78493428
13-03-2014,29.57886505,30.11220367,29.47189966,30.04876993,93730176
14-03-2014,29.17437935,29.62388725,29.1676638,29.40298877,91664244
17-03-2014,29.6544857,29.77811863,29.30647138,29.33483142,86397516
18-03-2014,30.13110542,30.13782287,29.67836488,29.71841551,72527400
19-03-2014,29.83234596,30.14926434,29.71194758,30.14453767,64451484
20-03-2014,29.78035927,30.09006348,29.73558196,29.84976154,67320612
21-03-2014,29.42910957,30.09055745,29.41443281,30.00797056,128211660
24-03-2014,28.80447578,29.47537701,28.5064641,29.45771597,121362516
25-03-2014,28.8241291,29.10074657,28.5325846,29.00522342,96311592
26-03-2014,28.15869904,29.1437827,28.14700844,28.90596832,103096800
27-03-2014,27.718647,28.15795264,27.41565838,28.13083826,152735112
28-03-2014,27.86466789,28.18904884,27.80546219,27.83605948,90265644
31-03-2014,27.72436714,28.23407232,27.68307275,28.11964438,77614308
01-04-2014,28.23133659,28.29626056,27.81118226,27.86765016,87152760
02-04-2014,28.23656273,28.47785814,27.9604401,28.40571808,83360556
03-04-2014,28.40464783,29.23964023,28.13178439,28.49858405,80366000
04-04-2014,27.09997177,28.8131962,27.06219821,28.75504467,107274000
07-04-2014,26.87034988,27.32860204,26.36836131,27.07711006,79232000
08-04-2014,27.70931816,27.82711147,27.07263742,27.09003302,69650000
09-04-2014,28.18297768,28.22075124,27.60345307,28.1233359,60632000
10-04-2014,27.17154121,28.24112671,27.11239619,28.23068936,65890000
11-04-2014,26.72770309,27.21627189,26.51100233,26.73664832,63494000
14-04-2014,27.0974865,27.48615435,26.86488036,27.02094587,50824000
15-04-2014,27.27144432,27.47969663,26.37382772,27.38575851,79956000
16-04-2014,28.02691269,28.03188394,27.49013293,27.71876131,91644000
17-04-2014,27.00504112,27.68396991,26.80921506,27.65017221,112294000
21-04-2014,26.80772591,27.03784643,26.54082721,27.03784643,48502000
22-04-2014,27.11239815,27.23665295,26.64022951,26.64022951,46622000
23-04-2014,26.71527863,27.07760567,26.24907475,27.02144301,39114000
24-04-2014,26.56269264,26.96328997,26.39171717,26.92303078,41348000
25-04-2014,25.99907494,26.5338677,25.9692531,26.4543447,47400000
28-04-2014,25.99311066,26.13824017,25.39768072,26.13327082,75056000
29-04-2014,26.65663147,26.72770599,25.99410476,26.03833982,50704000
30-04-2014,26.5845623,26.65712706,26.2967889,26.59649179,40770000
01-05-2014,26.76597404,26.83456293,26.4841635,26.55324914,40086000
02-05-2014,26.53436279,26.95832046,26.50454096,26.91060629,35616000
05-05-2014,26.60692787,26.62631045,26.22173725,26.35394378,24568000
06-05-2014,25.97273254,26.56816248,25.95732583,26.51150118,36700000
07-05-2014,25.74559402,26.06517814,25.40215472,26.00652986,61486000
08-05-2014,25.85344505,26.21030597,25.56964753,25.63227168,49040000
09-05-2014,26.17402458,26.21030791,25.56070421,25.77790173,45224000
12-05-2014,26.76100349,26.77690885,26.21825901,26.43346765,38968000
13-05-2014,26.91557884,27.03734802,26.73466463,26.8181635,40240000
14-05-2014,26.561203,26.92949288,26.49658998,26.92949288,25618000
