Date,Close,High,Low,Open,Volume
02-01-2014,30.93961906,31.13944577,30.88966159,31.09781296,30632200
03-01-2014,30.73146057,30.98956935,30.47335179,30.97291686,31134800
06-01-2014,30.08202934,30.71480795,30.06537686,30.68150298,43603700
07-01-2014,30.31516647,30.38177644,30.14864474,30.24855968,35802800
08-01-2014,29.77396584,30.09035676,29.6240998,29.97379252,59971700
09-01-2014,29.58246613,29.89885704,29.47422972,29.87387989,36516300
10-01-2014,30.00708771,30.09867477,29.76563147,29.89052351,40548800
13-01-2014,29.12452507,29.99043511,28.99963621,29.96545797,45901900
14-01-2014,29.79061508,29.87387751,28.83312094,28.9163802,41623300
15-01-2014,30.60656738,30.6315477,29.84889674,29.89052954,44812600
16-01-2014,30.7148037,30.80639077,30.23189436,30.54828203,38018700
17-01-2014,30.29019356,30.66486672,30.09869464,30.66486672,46267500
21-01-2014,30.11533356,30.6565283,30.02374964,30.6565283,31567300
22-01-2014,29.91551399,30.24022961,29.76564476,30.19027214,21904300
23-01-2014,30.02374458,30.08202669,29.57413701,30.04872172,43954000
24-01-2014,30.64819908,31.26432516,30.41506746,31.18106591,76395500
27-01-2014,29.99876785,30.71480892,29.95713822,30.69815643,44420800
28-01-2014,30.19859505,30.2985068,29.7656399,30.07370298,36205500
29-01-2014,30.5233078,30.70648197,29.89052922,29.95713599,52745900
30-01-2014,30.68983269,30.70648517,30.16529045,30.63155057,35036300
31-01-2014,31.5057869,31.54741653,30.44005305,30.76476863,93162300
03-02-2014,30.37344742,31.63068347,30.33181778,31.4225321,64063100
04-02-2014,30.26520538,30.96459405,30.18194611,30.78142302,54697900
05-02-2014,29.82391357,30.36510814,29.80726109,30.21523898,55814400
06-02-2014,30.12365341,30.18193552,29.71567551,29.80726258,35351800
07-02-2014,30.44005394,30.46503108,29.98211844,30.24022725,33260500
10-02-2014,30.63986397,30.63986397,30.21523681,30.49832264,26767000
11-02-2014,30.94794083,31.02287544,30.68983519,30.70648768,32141400
12-02-2014,31.1977253,31.30596171,31.05618073,31.09781036,27051800
13-02-2014,31.31429482,31.5224462,31.08116628,31.08116628,37635500
14-02-2014,31.32261086,31.45582758,31.08115773,31.13111202,31407500
18-02-2014,31.3897171,31.69170315,31.38133002,31.56587776,32834000
19-02-2014,31.46522903,31.66655423,31.21357494,31.22196522,29750400
20-02-2014,31.66653824,31.76719919,31.37294248,31.51554522,27526100
21-02-2014,31.85947037,32.16984346,31.75880943,31.82591565,38021300
24-02-2014,31.61620712,31.85947402,31.49038173,31.61620712,32085100
25-02-2014,31.49038124,31.75042229,31.33099794,31.54910039,30736500
26-02-2014,31.4316597,31.65814922,31.1967799,31.52393356,41041800
27-02-2014,31.75881767,31.78398211,31.23034201,31.41488978,33903400
