Date,Close,High,Low,Open,Volume
02-01-2014,66.11086273,66.61924356,66.0963401,66.19075107,5919600
03-01-2014,66.70641327,66.97512918,66.27792617,66.2997129,5637600
06-01-2014,67.05500031,67.36002551,66.72092429,66.76449774,7443500
07-01-2014,68.47846222,68.71812727,67.53433019,67.57064509,11063300
08-01-2014,68.38404846,68.70359631,68.18069278,68.39130701,9096700
09-01-2014,68.79798889,69.27004918,68.33318161,68.95050144,7944700
10-01-2014,68.80529022,68.97959514,68.36953901,68.73266594,6697400
13-01-2014,68.63098907,68.98685191,68.31143561,68.53657807,9589200
14-01-2014,68.79074097,68.92146683,68.50023842,68.70358854,7567300
15-01-2014,68.84881592,69.19015032,68.63820179,68.73987681,7390700
16-01-2014,68.73264313,69.05945504,68.43488202,68.70359232,8401100
17-01-2014,69.03765869,69.11754702,68.54380607,68.79073515,13714400
21-01-2014,68.28961182,69.0667028,67.26559732,68.94324104,16368400
22-01-2014,68.50023651,68.66727727,67.93375961,68.2605715,8875500
23-01-2014,67.35274506,68.1225775,67.11308562,68.07899852,9322300
24-01-2014,65.80583954,67.25834675,65.80583954,66.90248403,10604200
27-01-2014,65.31925964,65.91478746,65.25389393,65.58071142,8685200
28-01-2014,65.43546295,65.79858983,65.21032606,65.7840672,8254400
29-01-2014,64.56395721,65.15222096,64.29524134,64.97792162,11160100
30-01-2014,64.99967957,65.20302963,64.64381695,65.08683197,6874900
31-01-2014,64.25164795,64.88348495,64.01924705,64.6438255,12193800
03-02-2014,63.02428055,64.47678761,62.90081878,64.45500089,13944600
04-02-2014,62.90807724,63.38740165,62.52315825,63.13321404,11436400
05-02-2014,63.38739395,63.67063233,62.80639457,62.81365312,10667300
06-02-2014,64.45501709,64.46228118,63.58351485,63.64161094,10037900
07-02-2014,65.39186859,65.39186859,64.35332582,64.57846264,9435100
10-02-2014,66.13991547,66.14717955,65.21757583,65.53712365,8080200
11-02-2014,67.51980591,67.51980591,66.05277036,66.15444544,11556300
12-02-2014,67.1203537,67.53431801,66.77901363,67.5052672,7696100
13-02-2014,67.22203827,67.26561726,66.60472375,66.81533798,5926000
14-02-2014,67.36727142,67.50525581,66.83710397,67.25106821,5485100
18-02-2014,66.93878937,67.43264201,66.88068775,67.3745404,6926500
19-02-2014,66.55387878,67.36002072,66.50304125,66.92426967,7693400
20-02-2014,67.09131622,67.34550946,66.31422497,66.59020493,8160100
21-02-2014,66.94499969,67.47898217,66.89379635,67.19370562,7381500
24-02-2014,66.64510345,67.34000681,66.6377871,66.89380383,8406700
25-02-2014,66.64510345,67.20102949,66.31593988,66.99621052,6383400
26-02-2014,66.64510345,66.95963989,66.3963975,66.64510345,6334100
27-02-2014,66.8279953,66.8718823,66.38179217,66.68170157,7040300
28-02-2014,67.38391113,67.76427812,66.60853887,66.871872,9643700
03-03-2014,66.97426605,67.28149171,66.4402891,66.65972962,7506700
04-03-2014,68.27629852,68.36407808,67.47898849,67.63991489,8796300
05-03-2014,67.72769165,68.24704706,67.57408161,68.22509799,6842500
06-03-2014,67.94715118,68.50307734,67.89594783,68.16659733,7718300
07-03-2014,68.26166534,68.37870474,67.80083528,68.29824155,6792000
10-03-2014,68.35677338,68.38603323,67.87399969,68.15195996,4878200
11-03-2014,68.38604736,68.57623368,68.09345432,68.54697382,5837200
12-03-2014,68.46648407,68.48111679,67.77158074,67.89593092,6154900
13-03-2014,68.02758026,68.90535326,68.01295313,68.6493366,7659400
14-03-2014,67.88864136,68.34947722,67.63262453,67.93984472,7337800
17-03-2014,68.70789337,68.89076331,68.15928356,68.21780328,5872600
18-03-2014,68.71518707,68.93462758,68.37870717,68.68592722,5891900
19-03-2014,68.45919037,69.02243293,67.96910025,68.67863654,5937600
20-03-2014,68.84686279,68.89806614,67.99834377,68.40797056,5727400
21-03-2014,70.1708374,70.1708374,68.67130201,69.3223184,23988800
24-03-2014,69.63684845,69.8050912,69.15407487,69.71000087,13944100
25-03-2014,71.23147583,71.46554906,70.00258998,70.00258998,14167300
26-03-2014,70.99009705,72.02879673,70.99009705,71.32657699,11215100
27-03-2014,71.15834045,71.46556057,70.41223366,71.01204675,8694600
28-03-2014,71.27537537,71.84592857,70.9242627,71.32657872,8816000
31-03-2014,71.85325623,72.12390015,71.39973678,71.68501343,7545700
01-04-2014,71.64111328,72.18240662,71.22417014,71.91175716,7068500
02-04-2014,71.85325623,71.97029008,71.22418321,71.69232979,7995600
03-04-2014,71.87516022,71.93367432,71.34117785,71.66303054,5471200
04-04-2014,71.99223328,72.69445314,71.91908642,72.13853257,10309700
07-04-2014,71.60455322,72.67982936,71.56066622,71.9702931,11409200
08-04-2014,71.72886658,72.21896201,71.31923991,71.70692309,9601800
09-04-2014,72.3799057,72.41648191,71.52407589,71.9922224,8921300
10-04-2014,70.6170578,72.36529401,70.60242508,72.31409065,9667800
11-04-2014,70.85842896,71.09981298,70.25861592,70.36833339,8710700
