Date,portfolio_value
2025-04-11,125015.44382716708
2025-04-14,123155.79932217997
2025-04-15,121444.92718907305
2025-04-16,117887.9381460958
2025-04-17,116724.8142260408
2025-04-21,113147.53896358129
2025-04-22,117110.26247209575
2025-04-23,122127.93052527419
2025-04-24,126144.75400024647
2025-04-25,127801.53644565788
2025-04-28,126929.18829861203
2025-04-29,126719.55733590848
2025-04-30,124711.14045904117
2025-05-01,128619.77421223668
2025-05-02,128471.00184035646
2025-05-05,126016.27812661088
2025-05-06,125110.11623258944
2025-05-07,127612.19163481318
2025-05-08,129891.0981328308
2025-05-09,130553.80497078733
2025-05-12,141089.53760171798
2025-05-13,142935.65451158833
2025-05-14,142178.2753358329
2025-05-15,138743.00354212575
2025-05-16,139027.02069076936
2025-05-19,139412.47928321012
2025-05-20,137999.15189386363
2025-05-21,136004.25226572726
2025-05-22,137343.203747896
2025-05-23,135916.3488310562
2025-05-27,139317.80687778775
2025-05-28,138438.70010637643
2025-05-29,139101.4068767095
2025-05-30,138634.80354158662
2025-06-02,139743.82749518374
2025-06-03,139108.17584746075
2025-06-04,140136.04464436654
2025-06-05,140595.88942274736
2025-06-06,144423.37836563727
2025-06-09,146729.32970750268
2025-06-10,147155.3606712845
2025-06-11,144173.16461758345
2025-06-12,144200.21980781696
2025-06-13,143429.31303694478
2025-06-16,146134.2504987442
2025-06-17,145268.67132244958
2025-06-18,143713.33025321184
2025-06-20,141799.5857141434
2025-06-23,140974.57897681335
2025-06-24,143882.38884457434
2025-06-25,143354.92685100465
2025-06-26,146824.00211292505
2025-06-27,151003.1359012801
2025-06-30,148359.057030304
2025-07-01,149082.63273784617
2025-07-02,148717.46043251117
2025-07-03,151077.52208722016
2025-07-07,151118.09445856127
2025-07-08,148338.77081082173
2025-07-09,150489.1911564414
2025-07-10,150299.84634559666
2025-07-11,152166.2598213351
2025-07-14,152619.3355613412
2025-07-15,153065.65274460526
2025-07-16,150928.74964771653
2025-07-17,151395.35305046284
2025-07-18,152916.88037272502
2025-07-21,155060.54209397925
2025-07-22,153823.0319203607
2025-07-23,154377.53875777806
2025-07-24,157041.90378061304
2025-07-25,156507.68316267786
2025-07-28,157420.59340230247
2025-07-29,156216.89704328292
2025-07-30,155662.39020586555
2025-07-31,158313.22770120716
2025-08-01,145221.32998035726
2025-08-04,143124.99932243308
2025-08-05,144545.0956149074
2025-08-06,150333.66016019572
2025-08-07,150888.17727637547
2025-08-08,150590.6324649916
2025-08-11,149650.66717038036
2025-08-12,149765.62572766154
2025-08-13,151855.1874824579
2025-08-14,156196.61082380067
2025-08-15,156230.42463839968
2025-08-18,156541.49697727693
