date,close,cash,shares_held,portfolio_value,action,reward
2023-12-22,153.4199982,100000.0,0.0,100000.0,2,0.0
2023-12-26,153.4199982,-1.4551915228366852e-11,651.1543545312068,99900.0999000999,2,-5e-05
2023-12-27,153.4100037,-1.4551915228366852e-11,651.1543545312068,99893.59193790353,2,-0.21763209668346195
2023-12-28,153.3399963,-1.4551915228366852e-11,651.1543545312068,99848.00631454411,2,-0.878097445420285
2023-12-29,153.3800049,-1.4551915228366852e-11,651.1543545312068,99874.0580886528,2,1.3939587005834555
2024-01-02,151.9400024,-1.4551915228366852e-11,651.1543545312068,98936.39419024199,2,260.0150370327939
2024-01-03,149.9299927,-1.4551915228366852e-11,651.1543545312068,97627.56762143703,2,2.7779366658768705
2024-01-04,148.4700012,-1.4551915228366852e-11,651.1543545312068,96676.88779863348,2,-0.38539830856464513
2024-01-05,144.5700073,-1.4551915228366852e-11,651.1543545312068,94137.38978800333,2,10.653362596463982
2024-01-08,145.2400055,-1.4551915228366852e-11,651.1543545312068,94573.6620334614,2,0.9744095261783143
2024-01-09,149.1000061,-1.4551915228366852e-11,651.1543545312068,97087.11823264448,2,8.970863457673694
2024-01-10,151.3699951,-1.4551915228366852e-11,651.1543545312068,98565.23145473242,2,1.4081490297775618
2024-01-11,153.7299957,-1.4551915228366852e-11,651.1543545312068,100101.95612211867,2,1.1848417752621665
2024-01-12,155.1799927,-1.4551915228366852e-11,651.1543545312068,101046.12798272587,2,0.6704884753464878
2024-01-16,154.6199951,-1.4551915228366852e-11,651.1543545312068,100681.48310695884,2,-0.32350319697117136
2024-01-17,153.1600037,-1.4551915228366852e-11,651.1543545312068,99730.80334927073,2,-0.9260128880772456
2024-01-18,151.7100067,-1.4551915228366852e-11,651.1543545312068,98786.63148866354,2,-0.8561531572025467
2024-01-19,153.5,-1.4551915228366852e-11,651.1543545312068,99952.19342054022,2,1.0277612737466837
2024-01-22,155.3399963,-1.4551915228366852e-11,651.1543545312068,101150.31502360653,2,0.9453504220347732
2024-01-23,154.7799988,-1.4551915228366852e-11,651.1543545312068,100785.67021295494,2,-0.3437309841580043
2024-01-24,156.0200043,-1.4551915228366852e-11,651.1543545312068,101593.1051939226,2,0.6663429801248462
2024-01-25,156.8699951,-1.4551915228366852e-11,651.1543545312068,102146.58040465406,2,0.48000951030621225
2024-01-26,157.75,-1.4551915228366852e-11,651.1543545312068,102719.59942729786,2,0.5116534520655603
2024-01-29,159.1199951,-1.4551915228366852e-11,651.1543545312068,103611.67770234928,2,0.7390774799644283
2024-01-30,161.2599945,-1.4551915228366852e-11,651.1543545312068,105005.14763035344,2,0.8721174259936839
2024-01-31,159.0,-1.4551915228366852e-11,651.1543545312068,103533.54237046186,2,-2.904824704318238
2024-02-01,155.1999969,-1.4551915228366852e-11,651.1543545312068,101059.15380466478,2,-3.7228716733866207
2024-02-02,159.2799988,-1.4551915228366852e-11,651.1543545312068,103715.86480834536,2,2.0892564867608883
2024-02-05,171.8099976,8150.8043176099045,603.6660628435127,111866.66912595526,2,0.3160262557684187
2024-02-06,170.3099976,8150.8043176099045,603.6660628435127,110961.17003169,2,-0.38443348632956387
2024-02-07,169.1499939,8150.8043176099045,603.6660628435127,110260.9151652271,2,-0.289337498022736
2024-02-08,170.5299988,8150.8043176099045,603.6660628435127,111093.97728991484,2,0.3014342311146366
2024-02-09,169.8399963,-9.094947017729282e-13,651.609196577283,110669.30353573171,2,-0.18366209798226832
2024-02-12,174.4499969,-9.094947017729282e-13,651.609196577283,113673.22232291852,2,0.9069610108582881
2024-02-13,172.3399963,-9.094947017729282e-13,651.609196577283,112298.32652717493,2,-0.7132475166958441
2024-02-14,168.6399994,-9.094947017729282e-13,651.609196577283,109887.37451982748,2,-1.3001287732621778
2024-02-15,170.9799957,-9.094947017729282e-13,651.609196577283,111412.1376288643,2,0.5744859690047343
2024-02-16,169.8000031,-9.094947017729282e-13,651.609196577283,110643.24359881117,2,-0.3526663229457517
2024-02-20,169.5099945,-9.094947017729282e-13,651.609196577283,110454.27132796467,2,-0.08520400893327194
2024-02-21,167.0800018,-9.094947017729282e-13,651.609196577283,108870.86573702899,2,-0.8113773106563402
2024-02-22,168.5899963,-9.094947017729282e-13,651.609196577283,109854.79204001011,2,0.45557573978095006
2024-02-23,174.5800018,-9.094947017729282e-13,651.609196577283,113757.93471135861,2,1.5762831152581165
2024-02-26,174.9900055,-9.094947017729282e-13,651.609196577283,114025.09689290934,2,0.11968279068250125
2024-02-27,174.7299957,-9.094947017729282e-13,651.609196577283,113855.6721160291,2,-0.08337782380745826
2024-02-28,173.5399933,-9.094947017729282e-13,651.609196577283,113080.25560824007,2,-0.4212363805275166
2024-02-29,173.1600037,-9.094947017729282e-13,651.609196577283,112832.65089027636,2,-0.1296607308711519
2024-03-01,176.7599945,-9.094947017729282e-13,651.609196577283,115178.43800314996,2,1.0242222253714783
2024-03-04,178.2200012,-9.094947017729282e-13,651.609196577283,116129.79179593442,2,0.4580684350914166
2024-03-05,177.5800018,-9.094947017729282e-13,651.609196577283,115712.76230109046,2,-0.25695902788262287
2024-03-06,174.1199951,-9.094947017729282e-13,651.609196577283,113458.19011515146,2,-1.7411430847748472
2024-03-07,173.5099945,-9.094947017729282e-13,651.609196577283,113060.7081142738,2,-0.22136682705889474
2024-03-08,176.8200073,-9.094947017729282e-13,651.609196577283,115217.54289554231,2,1.1249220445726875
2024-03-11,175.3500061,-9.094947017729282e-13,651.609196577283,114259.67659464267,2,-0.599081565240731
2024-03-12,171.9600067,-9.094947017729282e-13,651.609196577283,112050.7218092112,2,-1.469648060404301
2024-03-13,175.3899994,-9.094947017729282e-13,651.609196577283,114285.73659672415,2,1.2939084292628296
2024-03-14,176.5599976,-9.094947017729282e-13,651.609196577283,115048.11818382301,2,0.3986839601308385
2024-03-15,178.75,-9.094947017729282e-13,651.609196577283,116475.14388818934,2,0.7279315199714618
2024-03-18,174.4199982,-9.094947017729282e-13,651.609196577283,113653.67489411315,2,-2.258547097724426
2024-03-19,174.4799957,-9.094947017729282e-13,651.609196577283,113692.76981688479,2,0.021019846967799374
2024-03-20,175.8999939,-9.094947017729282e-13,651.609196577283,114618.05370312798,2,0.5152398217445909
2024-03-21,178.1499939,-9.094947017729282e-13,651.609196577283,116084.17439542686,2,0.8014378948940188
2024-03-22,178.1499939,-9.094947017729282e-13,651.609196577283,116084.17439542686,2,4.999999939086516e-05
2024-03-25,178.8699951,-9.094947017729282e-13,651.609196577283,116553.33379889355,2,0.2853581734631444
2024-03-26,179.7100067,-9.094947017729282e-13,651.609196577283,117100.69308268515,2,0.3453831632222755
2024-03-27,178.3000031,-9.094947017729282e-13,651.609196577283,116181.92176971807,2,-0.7344854401183458
2024-03-28,179.8300018,-9.094947017729282e-13,651.609196577283,117178.88299338934,2,0.6491015613900326
2024-04-01,180.3800049,-9.094947017729282e-13,651.609196577283,117537.27007149537,2,0.25509702042811383
2024-04-02,180.9700012,-9.094947017729282e-13,651.609196577283,117921.71708652195,2,0.2862171813555536
2024-04-03,180.6900024,-9.094947017729282e-13,651.609196577283,117739.26729341134,2,-0.1573483031890483
2024-04-04,182.4100037,-9.094947017729282e-13,651.609196577283,118860.03595861622,2,0.7985732706257651
2024-04-05,180.0,-9.094947017729282e-13,651.609196577283,117289.65538391094,2,-1.9315314510019377
2024-04-08,185.0700073,-9.094947017729282e-13,651.609196577283,120593.3187673049,2,1.9121226749942302
2024-04-09,185.1900024,-9.094947017729282e-13,651.609196577283,120671.50867800911,2,0.0541652382058957
2024-04-10,185.6699982,-9.094947017729282e-13,651.609196577283,120984.27835560759,2,0.21625675184392348
2024-04-11,185.9499969,-9.094947017729282e-13,651.609196577283,121166.72808355726,2,0.13611286108701187
2024-04-12,189.0500031,-9.094947017729282e-13,651.609196577283,123186.72063292385,2,0.9688865786352359
2024-04-15,186.1300049,-9.094947017729282e-13,651.609196577283,121284.02295181474,2,-2.380647587701013
2024-04-16,183.6199951,-9.094947017729282e-13,651.609196577283,119648.47748263564,2,-1.4095087052856252
2024-04-17,183.3200073,-9.094947017729282e-13,651.609196577283,119453.00267329464,2,-0.13206474629443252
2024-04-18,181.2799988,-9.094947017729282e-13,651.609196577283,118123.71437359882,2,-0.9872213909773735
2024-04-19,179.2200012,-9.094947017729282e-13,651.609196577283,116781.4009925117,2,-0.9223764803725285
2024-04-22,174.6300049,-9.094947017729282e-13,651.609196577283,113790.51719117598,2,-1.5908890914842677
2024-04-23,177.2299957,-9.094947017729282e-13,651.609196577283,115484.69510747232,2,1.597421867927084
2024-04-24,179.5399933,-9.094947017729282e-13,651.609196577283,116989.91078770376,2,1.0998957132328793
2024-04-25,176.5899963,-9.094947017729282e-13,651.609196577283,115067.66561262838,2,-1.130899784056929
2024-04-26,173.6699982,-9.094947017729282e-13,651.609196577283,113164.96799668019,2,-0.9957377811718433
2024-04-29,179.6199951,-9.094947017729282e-13,651.609196577283,117042.04069632651,2,4.172024974505255
2024-04-30,180.9600067,-9.094947017729282e-13,651.609196577283,117915.20457840676,2,0.4259422877237105
2024-05-01,175.0,-9.094947017729282e-13,651.609196577283,114031.60940102453,2,-2.1960586433294798
2024-05-02,179.0,-9.094947017729282e-13,651.609196577283,116638.04618733366,2,1.4297574936958957
2024-05-03,184.7200012,-9.094947017729282e-13,651.609196577283,120365.25157368676,2,1.6383221050682495
2024-05-06,186.2100067,-9.094947017729282e-13,651.609196577283,121336.15286043749,2,0.37491388553330274
2024-05-07,188.6999969,-9.094947017729282e-13,651.609196577283,122958.6533741448,2,0.6152713214919748
2024-05-08,188.7599945,-9.094947017729282e-13,651.609196577283,122997.74836207736,2,0.01781008759317868
2024-05-09,188.0,-9.094947017729282e-13,651.609196577283,122502.5289565292,2,-0.24788762783100152
2024-05-10,189.5,-9.094947017729282e-13,651.609196577283,123479.94275139512,2,0.43798928968972556
2024-05-13,187.4799957,-9.094947017729282e-13,651.609196577283,122163.68937238946,2,-0.7843882778067699
2024-05-14,186.5700073,-9.094947017729282e-13,651.609196577283,121570.73256217082,2,-0.32001330364407604
2024-05-15,187.0700073,-9.094947017729282e-13,651.609196577283,121896.53716045945,2,0.17158668641993646
2024-05-16,185.9900055,-9.094947017729282e-13,651.609196577283,121192.79805525944,2,-0.4168148484309521
2024-05-17,183.6300049,-9.094947017729282e-13,651.609196577283,119654.99996037154,2,-0.9609680554495255
2024-05-20,184.6999969,-9.094947017729282e-13,651.609196577283,120352.21658783566,2,0.41925299595633786
2024-05-21,183.5399933,-9.094947017729282e-13,651.609196577283,119596.34757401289,2,-0.47180886170556785
2024-05-22,183.1499939,-9.094947017729282e-13,651.609196577283,119342.22037831329,2,-0.1639000120932893
2024-05-23,183.1300049,-9.094947017729282e-13,651.609196577283,119329.19536208289,2,-0.008866994211704228
2024-05-24,181.0500031,-9.094947017729282e-13,651.609196577283,117973.84706030559,2,-0.9372272840912245
2024-05-28,180.75,-9.094947017729282e-13,651.609196577283,117778.3622813439,2,-0.14386271403549825
2024-05-29,182.1499939,-9.094947017729282e-13,651.609196577283,118690.61118173599,2,0.7984241882774838
2024-05-30,182.0200043,-9.094947017729282e-13,651.609196577283,118605.9087629166,2,-0.06646097541020322
2024-05-31,179.3200073,-9.094947017729282e-13,651.609196577283,116846.56588698551,2,-1.3249380462779146
2024-06-03,176.4400024,-9.094947017729282e-13,651.609196577283,114969.92820795788,2,-1.1242504000063451
