Date,portfolio_value
2025-06-26,132747.18168118357
2025-06-27,132344.22753434483
2025-06-30,132736.5052001542
2025-07-01,131306.15644743317
2025-07-02,131049.97760948463
2025-07-03,133118.10633156326
2025-07-07,132819.22968189907
2025-07-08,132525.68720320595
2025-07-09,134364.32427373674
2025-07-10,133822.60829643806
2025-07-11,134313.62109599268
2025-07-14,134233.55961684696
2025-07-15,134980.75939343736
2025-07-16,134927.38507400692
2025-07-17,136549.86997661839
2025-07-18,136109.5521890351
2025-07-21,136112.22335740703
2025-07-22,134833.9840845472
2025-07-23,134994.0989037514
2025-07-24,136331.04666701274
2025-07-25,137086.25178294606
2025-07-28,136763.35097616585
2025-07-29,136782.03279653814
2025-07-30,136960.82129702735
2025-07-31,142367.3126747014
2025-08-01,139861.5373334114
2025-08-04,142938.38695340173
2025-08-05,140832.89459057857
2025-08-06,140083.0317847035
2025-08-07,138988.93151484948
2025-08-08,139309.14484839782
2025-08-11,139237.10498676955
2025-08-12,141230.50640067348
2025-08-13,138919.54651673307
2025-08-14,139426.56185588642
2025-08-15,138810.12670950027
2025-08-18,137990.87893219432
