Date,portfolio_value
2025-06-03,102576.8965989839
2025-06-04,102576.8965989839
2025-06-05,102576.8965989839
2025-06-06,102576.8965989839
2025-06-09,102576.8965989839
2025-06-10,102576.8965989839
2025-06-11,102576.8965989839
2025-06-12,102576.8965989839
2025-06-13,102576.8965989839
2025-06-16,102576.8965989839
2025-06-17,102576.8965989839
2025-06-18,102576.8965989839
2025-06-20,102576.8965989839
2025-06-23,102576.8965989839
2025-06-24,102576.8965989839
2025-06-25,102576.8965989839
2025-06-26,102576.8965989839
2025-06-27,102576.8965989839
2025-06-30,102576.8965989839
2025-07-01,102576.8965989839
2025-07-02,102576.8965989839
2025-07-03,102576.8965989839
2025-07-07,102576.8965989839
2025-07-08,102576.8965989839
2025-07-09,102576.8965989839
2025-07-10,102576.8965989839
2025-07-11,102576.8965989839
2025-07-14,102576.8965989839
2025-07-15,102576.8965989839
2025-07-16,102576.8965989839
2025-07-17,102576.8965989839
2025-07-18,102576.8965989839
2025-07-21,102576.8965989839
2025-07-22,102576.8965989839
2025-07-23,102576.8965989839
2025-07-24,102474.42217680711
2025-07-25,102531.95332365253
2025-07-28,102613.45339001165
2025-07-29,101280.74559477015
2025-07-30,100216.4995271338
2025-07-31,99507.00456437813
2025-08-01,97018.97191732145
2025-08-04,97483.98136698485
2025-08-05,97277.83289812924
2025-08-06,102229.93666371483
2025-08-07,105480.1987664636
2025-08-08,109948.12091276789
2025-08-11,109031.43760782511
2025-08-12,110216.87554418723
2025-08-13,111983.03702247815
2025-08-14,111719.07179796207
2025-08-15,111147.94895483724
2025-08-18,110811.99653481577
